account_id,obs_month,util_current,util_lag1,util_change_1m,util_lag2,util_accel_1m,util_spike_flag,payment_amount,min_payment_due,missed_pmt_flag,risky_draw_pmt_flag
1000015,2023-08-29,0.3611253475,0.3573934646,0.0037318829,0.3101395536,-0.043522028,0,,,0,0
1000015,2023-09-29,0.398048589,0.3611253475,0.0369232414,0.3573934646,0.0331913585,0,,,0,0
1000015,2023-10-29,0.3809150338,0.398048589,-0.017133555,0.3611253475,-0.054056797,0,,,0,0
1000015,2023-11-29,0.3824831344,0.3809150338,0.0015681006,0.398048589,0.0187016558,0,,,0,0
1000015,2023-12-29,0.4583805916,0.3824831344,0.0758974572,0.3809150338,0.0743293566,0,,,0,0
1000015,2024-01-29,0.4823423985,0.4583805916,0.0239618069,0.3824831344,-0.05193565,0,,,0,0
1000016,2023-03-30,0.3533423522,,,,,0,,,0,0
1000016,2023-04-30,0.4286107683,0.3533423522,0.0752684161,,,0,,,0,0
1000016,2023-05-30,0.3829261507,0.4286107683,-0.045684618,0.3533423522,-0.120953034,0,,,0,0
1000016,2023-06-30,0.4024196518,0.3829261507,0.0194935011,0.4286107683,0.0651781186,0,,,0,0
1000016,2023-07-30,0.4182190581,0.4024196518,0.0157994063,0.3829261507,-0.003694095,0,,,0,0
1000016,2023-08-30,0.4515043465,0.4182190581,0.0332852884,0.4024196518,0.0174858821,0,,,0,0
1000016,2023-09-30,0.4991346655,0.4515043465,0.047630319,0.4182190581,0.0143450305,0,,,0,0
1000016,2023-10-30,0.5944830217,0.4991346655,0.0953483562,0.4515043465,0.0477180372,0,,,0,0
1000017,2024-08-30,0.5450540742,,,,,0,,,0,0
1000017,2024-09-30,0.5201153489,0.5450540742,-0.024938725,,,0,,,0,0
1000017,2024-10-30,0.5571811818,0.5201153489,0.0370658329,0.5450540742,0.0620045582,0,,,0,0
1000017,2024-11-30,0.5895777026,0.5571811818,0.0323965207,0.5201153489,-0.004669312,0,,,0,0
1000017,2024-12-30,0.5889587592,0.5895777026,-0.000618943,0.5571811818,-0.033015464,0,,,0,0
1000017,2025-01-30,0.6133342718,0.5889587592,0.0243755125,0.5895777026,0.0249944559,0,,,0,0
1000017,2025-02-28,0.5814612068,0.6133342718,-0.031873065,0.5889587592,-0.056248578,0,,,0,0
1000017,2025-03-30,0.7983185515,0.5814612068,0.2168573447,0.6133342718,0.2487304097,1,,,0,0
1000018,2024-10-31,0.4078160997,,,,,0,,,0,0
1000018,2024-11-30,0.4357565967,0.4078160997,0.027940497,,,0,,,0,0
1000018,2024-12-31,0.4064533808,0.4357565967,-0.029303216,0.4078160997,-0.057243713,0,,,0,0
1000018,2025-01-31,0.4123617917,0.4064533808,0.005908411,0.4357565967,0.0352116269,0,,,0,0
1000018,2025-02-28,0.4258893022,0.4123617917,0.0135275104,0.4064533808,0.0076190994,0,,,0,0
1000018,2025-03-31,0.3873635816,0.4258893022,-0.038525721,0.4123617917,-0.052053231,0,,,0,0
1000018,2025-04-30,0.4670606759,0.3873635816,0.0796970943,0.4258893022,0.1182228148,0,,,0,0
1000018,2025-05-31,0.5010544254,0.4670606759,0.0339937495,0.3873635816,-0.045703345,0,,,0,0
1000018,2025-06-30,0.5318965027,0.5010544254,0.0308420773,0.4670606759,-0.003151672,0,,,0,0
1000018,2025-07-31,0.5964160102,0.5318965027,0.0645195076,0.5010544254,0.0336774303,0,,,0,0
1000019,2025-02-28,0.9304404794,,,,,0,,,0,0
1000019,2025-03-30,0.8920641888,0.9304404794,-0.038376291,,,0,,,0,0
1000019,2025-04-30,0.8622122487,0.8920641888,-0.02985194,0.9304404794,0.0085243506,0,,,0,0
1000019,2025-05-30,0.8507277119,0.8622122487,-0.011484537,0.8920641888,0.0183674033,0,,,0,0
1000019,2025-06-30,0.9071487367,0.8507277119,0.0564210248,0.8622122487,0.0679055616,0,,,0,0
1000019,2025-07-30,0.9199541738,0.9071487367,0.0128054371,0.8507277119,-0.043615588,0,,,0,0
1000019,2025-08-30,0.959603757,0.9199541738,0.0396495831,0.9071487367,0.026844146,0,,,0,0
1000019,2025-09-30,0.9983330295,0.959603757,0.0387292726,0.9199541738,-0.000920311,0,,,0,0
1000019,2025-10-30,1.0777320398,0.9983330295,0.0793990103,0.959603757,0.0406697377,0,,,0,0
1000020,2024-11-30,0.4309791198,,,,,0,,,0,0
1000020,2024-12-31,0.4527060638,0.4309791198,0.021726944,,,0,,,0,0
1000020,2025-01-31,0.3667260784,0.4527060638,-0.085979985,0.4309791198,-0.107706929,0,,,0,0
1000020,2025-02-28,0.4588154857,0.3667260784,0.0920894073,0.4527060638,0.1780693927,0,,,0,0
1000020,2025-03-31,0.5071609056,0.4588154857,0.0483454199,0.3667260784,-0.043743987,0,,,0,0
1000020,2025-04-30,0.487764198,0.5071609056,-0.019396708,0.4588154857,-0.067742128,0,,,0,0
1000020,2025-05-31,0.4949210031,0.487764198,0.0071568051,0.5071609056,0.0265535128,0,,,0,0
1000020,2025-06-30,0.581816804,0.4949210031,0.0868958009,0.487764198,0.0797389958,0,,,0,0
1000021,2023-07-31,0.7680322644,,,,,0,,,0,0
1000021,2023-08-31,0.6840665194,0.7680322644,-0.083965745,,,0,,,0,0
1000021,2023-09-30,0.7734268148,0.6840665194,0.0893602953,0.7680322644,0.1733260403,0,,,0,0
1000021,2023-10-31,0.7142880822,0.7734268148,-0.059138733,0.6840665194,-0.148499028,0,,,0,0
1000021,2023-11-30,0.7475749613,0.7142880822,0.0332868791,0.7734268148,0.0924256117,0,,,0,0
1000021,2023-12-31,0.753704395,0.7475749613,0.0061294337,0.7142880822,-0.027157445,0,,,0,0
1000021,2024-01-31,0.7213149565,0.753704395,-0.032389438,0.7475749613,-0.038518872,0,,,0,0
1000021,2024-02-29,0.8376561945,0.7213149565,0.116341238,0.753704395,0.1487306765,1,,,0,0
1000021,2024-03-31,0.8278653926,0.8376561945,-0.009790802,0.7213149565,-0.12613204,0,,,0,0
1000021,2024-04-30,0.8992780537,0.8278653926,0.0714126611,0.8376561945,0.081203463,0,,,0,0
1000022,2023-02-28,0.5036294489,,,,,0,,,0,0
1000022,2023-03-30,0.4696469038,0.5036294489,-0.033982545,,,0,,,0,0
1000022,2023-04-30,0.5306649532,0.4696469038,0.0610180494,0.5036294489,0.0950005945,0,,,0,0
1000022,2023-05-30,0.5801074577,0.5306649532,0.0494425046,0.4696469038,-0.011575545,0,,,0,0
1000022,2023-06-30,0.590849336,0.5801074577,0.0107418782,0.5306649532,-0.038700626,0,,,0,0
1000022,2023-07-30,0.6263479288,0.590849336,0.0354985929,0.5801074577,0.0247567146,0,,,0,0
1000022,2023-08-30,0.7376965379,0.6263479288,0.111348609,0.590849336,0.0758500161,1,,,0,0
1000023,2023-02-28,0.3370998666,,,,,0,,,0,0
1000023,2023-03-31,0.3153005053,0.3370998666,-0.021799361,,,0,,,0,0
1000023,2023-04-30,0.3218409605,0.3153005053,0.0065404552,0.3370998666,0.0283398165,0,,,0,0
1000023,2023-05-31,0.3440377989,0.3218409605,0.0221968384,0.3153005053,0.0156563832,0,,,0,0
1000023,2023-06-30,0.3494697874,0.3440377989,0.0054319885,0.3218409605,-0.01676485,0,,,0,0
1000023,2023-07-31,0.3933950827,0.3494697874,0.0439252953,0.3440377989,0.0384933068,0,,,0,0
1000023,2023-08-31,0.4358873524,0.3933950827,0.0424922698,0.3494697874,-0.001433026,0,,,0,0
1000023,2023-09-30,0.4853313068,0.4358873524,0.0494439544,0.3933950827,0.0069516846,0,,,0,0
1000024,2022-11-30,0.7687996958,,,,,0,,,0,0
1000024,2022-12-31,0.6821650705,0.7687996958,-0.086634625,,,0,,,0,0
1000024,2023-01-31,0.7011381909,0.6821650705,0.0189731205,0.7687996958,0.1056077457,0,,,0,0
1000024,2023-02-28,0.6945624261,0.7011381909,-0.006575765,0.6821650705,-0.025548885,0,,,0,0
1000024,2023-03-31,0.7141448142,0.6945624261,0.0195823881,0.7011381909,0.026158153,0,,,0,0
1000024,2023-04-30,0.6716970192,0.7141448142,-0.042447795,0.6945624261,-0.062030183,0,,,0,0
1000024,2023-05-31,0.7324627003,0.6716970192,0.0607656811,0.7141448142,0.1032134761,0,,,0,0
1000024,2023-06-30,0.7256532837,0.7324627003,-0.006809417,0.6716970192,-0.067575098,0,,,0,0
1000024,2023-07-31,0.8473275867,0.7256532837,0.121674303,0.7324627003,0.1284837196,1,,,0,0
1000025,2023-12-30,0.6126219665,,,,,0,,,0,0
1000025,2024-01-30,0.5673471548,0.6126219665,-0.045274812,,,0,,,0,0
1000025,2024-02-29,0.6065334701,0.5673471548,0.0391863153,0.6126219665,0.084461127,0,,,0,0
1000025,2024-03-30,0.6511542577,0.6065334701,0.0446207876,0.5673471548,0.0054344722,0,,,0,0
1000025,2024-04-30,0.6235305017,0.6511542577,-0.027623756,0.6065334701,-0.072244544,0,,,0,0
1000025,2024-05-30,0.636046397,0.6235305017,0.0125158953,0.6511542577,0.0401396513,0,,,0,0
1000025,2024-06-30,0.6821055594,0.636046397,0.0460591624,0.6235305017,0.0335432671,0,,,0,0
1000025,2024-07-30,0.6601280339,0.6821055594,-0.021977525,0.636046397,-0.068036688,0,,,0,0
1000025,2024-08-30,0.7636558586,0.6601280339,0.1035278247,0.6821055594,0.1255053502,1,,,0,0
1000026,2023-02-28,0.2481773389,,,,,0,,,0,0
1000026,2023-03-31,0.1870082151,0.2481773389,-0.061169124,,,0,,,0,0
1000026,2023-04-30,0.2265269332,0.1870082151,0.0395187182,0.2481773389,0.100687842,0,,,0,0
1000026,2023-05-31,0.2502551042,0.2265269332,0.023728171,0.1870082151,-0.015790547,0,,,0,0
1000026,2023-06-30,0.2720627664,0.2502551042,0.0218076623,0.2265269332,-0.001920509,0,,,0,0
1000026,2023-07-31,0.2335248368,0.2720627664,-0.03853793,0.2502551042,-0.060345592,0,,,0,0
1000026,2023-08-31,0.269617102,0.2335248368,0.0360922652,0.2720627664,0.0746301949,0,,,0,0
1000026,2023-09-30,0.2297565125,0.269617102,-0.03986059,0.2335248368,-0.075952855,0,,,0,0
1000026,2023-10-31,0.371662318,0.2297565125,0.1419058055,0.269617102,0.1817663951,1,,,0,0
1000026,2023-11-30,0.3041547375,0.371662318,-0.067507581,0.2297565125,-0.209413386,0,,,0,0
1000026,2023-12-31,0.4014091893,0.3041547375,0.0972544518,0.371662318,0.1647620323,0,,,0,0
1000027,2022-09-30,0.6195371059,,,,,0,,,0,0
1000027,2022-10-31,0.6157852835,0.6195371059,-0.003751822,,,0,,,0,0
1000027,2022-11-30,0.6718686878,0.6157852835,0.0560834043,0.6195371059,0.0598352267,0,,,0,0
1000027,2022-12-31,0.6719934724,0.6718686878,0.0001247846,0.6157852835,-0.05595862,0,,,0,0
1000027,2023-01-31,0.7059597877,0.6719934724,0.0339663153,0.6718686878,0.0338415307,0,,,0,0
1000027,2023-02-28,0.6361876875,0.7059597877,-0.0697721,0.6719934724,-0.103738416,0,,,0,0
1000027,2023-03-31,0.6867435077,0.6361876875,0.0505558203,0.7059597877,0.1203279205,0,,,0,0
1000027,2023-04-30,0.8354058275,0.6867435077,0.1486623198,0.6361876875,0.0981064995,1,,,0,0
1000028,2022-08-30,0.4756866161,,,,,0,,,0,0
1000028,2022-09-30,0.5045842372,0.4756866161,0.0288976211,,,0,,,0,0
1000028,2022-10-30,0.5575220888,0.5045842372,0.0529378516,0.4756866161,0.0240402305,0,,,0,0
1000028,2022-11-30,0.5053415328,0.5575220888,-0.052180556,0.5045842372,-0.105118408,0,,,0,0
1000028,2022-12-30,0.5139436603,0.5053415328,0.0086021275,0.5575220888,0.0607826834,0,,,0,0
1000028,2023-01-30,0.4766056625,0.5139436603,-0.037337998,0.5053415328,-0.045940125,0,,,0,0
1000028,2023-02-28,0.5500739749,0.4766056625,0.0734683125,0.5139436603,0.1108063103,0,,,0,0
1000028,2023-03-30,0.5167359217,0.5500739749,-0.033338053,0.4766056625,-0.106806366,0,,,0,0
1000028,2023-04-30,0.6265264092,0.5167359217,0.1097904875,0.5500739749,0.1431285407,1,,,0,0
1000028,2023-05-30,0.674052981,0.6265264092,0.0475265717,0.5167359217,-0.062263916,0,,,0,0
1000029,2024-08-30,0.8568526986,,,,,0,,,0,0
1000029,2024-09-30,0.8549335926,0.8568526986,-0.001919106,,,0,,,0,0
1000029,2024-10-30,0.8585582134,0.8549335926,0.0036246208,0.8568526986,0.0055437268,0,,,0,0
1000029,2024-11-30,0.8666268469,0.8585582134,0.0080686335,0.8549335926,0.0044440127,0,,,0,0
1000029,2024-12-30,0.8817726407,0.8666268469,0.0151457937,0.8585582134,0.0070771602,0,,,0,0
1000029,2025-01-30,0.8631988613,0.8817726407,-0.018573779,0.8666268469,-0.033719573,0,,,0,0
1000029,2025-02-28,0.9119084975,0.8631988613,0.0487096362,0.8817726407,0.0672834156,0,,,0,0
1000029,2025-03-30,0.8742052218,0.9119084975,-0.037703276,0.8631988613,-0.086412912,0,,,0,0
1000029,2025-04-30,0.9514396257,0.8742052218,0.077234404,0.9119084975,0.1149376797,0,,,0,0
1000029,2025-05-30,1.0684346283,0.9514396257,0.1169950025,0.8742052218,0.0397605986,1,,,0,0
1000030,2025-01-31,0.3427010498,,,,,0,,,0,0
1000030,2025-02-28,0.3059197292,0.3427010498,-0.036781321,,,0,,,0,0
1000030,2025-03-31,0.355142783,0.3059197292,0.0492230538,0.3427010498,0.0860043743,0,,,0,0
1000030,2025-04-30,0.379458434,0.355142783,0.024315651,0.3059197292,-0.024907403,0,,,0,0
1000030,2025-05-31,0.488309638,0.379458434,0.108851204,0.355142783,0.084535553,1,,,0,0
1000030,2025-06-30,0.5213454547,0.488309638,0.0330358167,0.379458434,-0.075815387,0,,,0,0
1000031,2023-07-31,0.4716887565,,,,,0,,,0,0
1000031,2023-08-31,0.5736462283,0.4716887565,0.1019574718,,,1,,,0,0
1000031,2023-09-30,0.5532245859,0.5736462283,-0.020421642,0.4716887565,-0.122379114,0,,,0,0
1000031,2023-10-31,0.5258347579,0.5532245859,-0.027389828,0.5736462283,-0.006968186,0,,,0,0
1000031,2023-11-30,0.6246450678,0.5258347579,0.0988103099,0.5532245859,0.1262001379,0,,,0,0
1000031,2023-12-31,0.6425297212,0.6246450678,0.0178846534,0.5258347579,-0.080925657,0,,,0,0
1000031,2024-01-31,0.6061647114,0.6425297212,-0.03636501,0.6246450678,-0.054249663,0,,,0,0
1000031,2024-02-29,0.6374697495,0.6061647114,0.0313050381,0.6425297212,0.0676700479,0,,,0,0
