account_id,cust_id,product_type,segment,country,obs_month,default_month,months_to_default,credit_limit,outstanding_balance,payment_amount,min_payment_due,annual_interest_rate,dpd_days,utilization_ratio,ead_at_default
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-05-31,2024-08-31,3,113627.97452,119016.40142,2110.8377885,952.13121134,0.125948881,8,1.0474216576,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-04-30,2024-08-31,4,113627.97452,118883.99198,3203.7212408,951.0719358,0.125948881,8,1.0462563685,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-03-31,2024-08-31,5,113627.97452,118345.57037,7481.0108057,946.76456292,0.125948881,5,1.0415179085,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-02-29,2024-08-31,6,113627.97452,105869.76599,3865.6306709,846.95812788,0.125948881,11,0.9317227244,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-01-31,2024-08-31,7,113627.97452,121470.84922,3910.14119,971.76679377,0.125948881,0,1.0690223929,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2023-12-31,2024-08-31,8,113627.97452,113034.37127,1837.9118336,904.27497014,0.125948881,24,0.9947759057,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2023-11-30,2024-08-31,9,113627.97452,110857.23354,1963.776214,886.8578683,0.125948881,14,0.9756156792,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2023-10-31,2024-08-31,10,113627.97452,112772.03451,4732.8653316,902.17627608,0.125948881,23,0.9924671718,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2023-09-30,2024-08-31,11,113627.97452,108737.19254,5920.3325638,869.89754029,0.125948881,22,0.956957941,129156.60373
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2023-08-31,2024-08-31,12,113627.97452,107796.19186,2015.3398146,862.36953486,0.125948881,7,0.9486765237,129156.60373
1000003,7000003,OVERDRAFT,RET,QAT,2022-12-31,2023-01-31,1,31090.326442,9828.3747375,565.27343965,98.283747375,0.2875190498,21,0.3161232403,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-11-30,2023-01-31,2,31090.326442,7755.5852836,120.98218101,77.555852836,0.2875190498,18,0.2494533243,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-10-31,2023-01-31,3,31090.326442,8459.018244,593.91464971,84.59018244,0.2875190498,17,0.272078785,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-09-30,2023-01-31,4,31090.326442,6456.6312022,288.40414917,64.566312022,0.2875190498,9,0.2076733165,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-08-31,2023-01-31,5,31090.326442,7279.9698147,455.32468313,72.799698147,0.2875190498,12,0.234155464,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-07-31,2023-01-31,6,31090.326442,5029.2342371,169.66139622,50.292342371,0.2875190498,12,0.1617620274,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-06-30,2023-01-31,7,31090.326442,5007.4742306,300.51056617,50.074742306,0.2875190498,12,0.161062131,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-05-31,2023-01-31,8,31090.326442,4004.2889634,58.577445756,50,0.2875190498,16,0.1287953335,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-04-30,2023-01-31,9,31090.326442,3699.823456,114.15392884,50,0.2875190498,4,0.1190023998,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-03-31,2023-01-31,10,31090.326442,3529.6899649,156.16540879,50,0.2875190498,6,0.1135301674,10455.70957
1000003,7000003,OVERDRAFT,RET,QAT,2022-02-28,2023-01-31,11,31090.326442,4012.7054066,320.68749133,50,0.2875190498,0,0.1290660429,10455.70957
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-12-31,2024-01-31,1,1069313.2578,757144.86793,6116.9931452,4542.8692076,0.0610978227,17,0.7080664739,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-11-30,2024-01-31,2,1069313.2578,728955.81769,33906.459518,4373.7349061,0.0610978227,12,0.6817046477,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-10-31,2024-01-31,3,1069313.2578,642230.54674,18244.806468,3853.3832805,0.0610978227,27,0.600600939,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-09-30,2024-01-31,4,1069313.2578,567539.37535,15506.401289,3405.2362521,0.0610978227,23,0.5307512754,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-08-31,2024-01-31,5,1069313.2578,591622.63159,14501.8096,3549.7357895,0.0610978227,3,0.5532734465,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-07-31,2024-01-31,6,1069313.2578,513588.46151,449.03193977,3081.5307691,0.0610978227,16,0.4802974786,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-06-30,2024-01-31,7,1069313.2578,535011.99925,14340.728308,3210.0719955,0.0610978227,8,0.5003323351,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-05-31,2024-01-31,8,1069313.2578,483979.84326,13206.837533,2903.8790595,0.0610978227,13,0.4526081013,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-04-30,2024-01-31,9,1069313.2578,486848.26106,11370.570496,2921.0895663,0.0610978227,3,0.4552905872,813769.53173
1000004,7000004,CORPORATE_REVOL,COR,USA,2023-03-31,2024-01-31,10,1069313.2578,502960.36957,5129.5610284,3017.7622174,0.0610978227,5,0.4703583032,813769.53173
1000005,7000005,CREDIT_CARD,RET,SAU,2022-12-31,2023-01-31,1,35773.360876,23599.166358,706.62027836,471.98332715,0.3074076447,22,0.6596854693,26477.620875
1000005,7000005,CREDIT_CARD,RET,SAU,2022-11-30,2023-01-31,2,35773.360876,17850.443202,904.25300232,357.00886404,0.3074076447,32,0.4989870329,26477.620875
1000005,7000005,CREDIT_CARD,RET,SAU,2022-10-31,2023-01-31,3,35773.360876,18591.47034,1047.116216,371.82940681,0.3074076447,8,0.5197015289,26477.620875
1000005,7000005,CREDIT_CARD,RET,SAU,2022-09-30,2023-01-31,4,35773.360876,14398.023997,511.38361554,287.96047995,0.3074076447,0,0.4024789297,26477.620875
1000005,7000005,CREDIT_CARD,RET,SAU,2022-08-31,2023-01-31,5,35773.360876,16576.318034,1728.8677773,331.52636068,0.3074076447,7,0.4633704418,26477.620875
1000005,7000005,CREDIT_CARD,RET,SAU,2022-07-31,2023-01-31,6,35773.360876,15843.790914,514.79109865,316.87581828,0.3074076447,0,0.4428935534,26477.620875
1000005,7000005,CREDIT_CARD,RET,SAU,2022-06-30,2023-01-31,7,35773.360876,15234.710131,1178.1549417,304.69420262,0.3074076447,22,0.4258674544,26477.620875
1000006,7000006,CREDIT_CARD,RET,UAE,2023-04-30,2023-05-31,1,89729.151822,36541.892827,1339.0030091,730.83785654,0.283456719,35,0.4072466092,36678.781218
1000006,7000006,CREDIT_CARD,RET,UAE,2023-03-31,2023-05-31,2,89729.151822,23461.524424,1323.9754551,469.23048848,0.283456719,17,0.2614704803,36678.781218
1000006,7000006,CREDIT_CARD,RET,UAE,2023-02-28,2023-05-31,3,89729.151822,18633.989232,1072.7078649,372.67978464,0.283456719,27,0.2076692898,36678.781218
1000006,7000006,CREDIT_CARD,RET,UAE,2023-01-31,2023-05-31,4,89729.151822,17607.811828,2026.8878933,352.15623656,0.283456719,4,0.1962329017,36678.781218
1000006,7000006,CREDIT_CARD,RET,UAE,2022-12-31,2023-05-31,5,89729.151822,8135.9362803,409.59505349,162.71872561,0.283456719,3,0.090672163,36678.781218
1000006,7000006,CREDIT_CARD,RET,UAE,2022-11-30,2023-05-31,6,89729.151822,10862.303366,1131.643416,217.24606731,0.283456719,0,0.1210565702,36678.781218
1000006,7000006,CREDIT_CARD,RET,UAE,2022-10-31,2023-05-31,7,89729.151822,15807.406617,1995.8299287,316.14813233,0.283456719,0,0.1761680156,36678.781218
1000007,7000007,SME_CREDIT_LINE,SME,PAK,2024-03-30,2024-04-30,1,178037.25375,102750.06786,3882.9890232,822.00054286,0.1157254626,24,0.577126785,105768.04489
1000007,7000007,SME_CREDIT_LINE,SME,PAK,2024-02-29,2024-04-30,2,178037.25375,86768.222293,2843.5013259,694.14577834,0.1157254626,19,0.4873599231,105768.04489
1000007,7000007,SME_CREDIT_LINE,SME,PAK,2024-01-30,2024-04-30,3,178037.25375,74459.551124,1012.5973147,595.67640899,0.1157254626,5,0.4182245545,105768.04489
1000007,7000007,SME_CREDIT_LINE,SME,PAK,2023-12-30,2024-04-30,4,178037.25375,75518.514447,1250.6080215,604.14811558,0.1157254626,21,0.4241725417,105768.04489
1000007,7000007,SME_CREDIT_LINE,SME,PAK,2023-11-30,2024-04-30,5,178037.25375,77943.0234,760.97357396,623.5441872,0.1157254626,16,0.4377905284,105768.04489
1000007,7000007,SME_CREDIT_LINE,SME,PAK,2023-10-30,2024-04-30,6,178037.25375,78460.353795,1157.3407563,627.68283036,0.1157254626,19,0.4406962708,105768.04489
1000008,7000008,CREDIT_CARD,RET,IND,2024-02-29,2024-03-31,1,39571.4623,25460.41387,1879.3485437,509.2082774,0.3108598784,22,0.6434034122,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2024-01-31,2024-03-31,2,39571.4623,23361.713397,847.4116382,467.23426793,0.3108598784,23,0.5903677054,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-12-31,2024-03-31,3,39571.4623,19442.056596,1491.6839414,388.84113192,0.3108598784,6,0.4913150909,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-11-30,2024-03-31,4,39571.4623,17180.703063,1227.8716656,343.61406127,0.3108598784,9,0.4341690214,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-10-31,2024-03-31,5,39571.4623,17601.774573,1418.26861,352.03549146,0.3108598784,0,0.4448098086,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-09-30,2024-03-31,6,39571.4623,19123.494761,1314.6767152,382.46989521,0.3108598784,15,0.4832647986,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-08-31,2024-03-31,7,39571.4623,18032.686554,1502.2717791,360.65373108,0.3108598784,0,0.4556992718,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-07-31,2024-03-31,8,39571.4623,18572.045574,1384.1538835,371.44091148,0.3108598784,4,0.4693292715,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-06-30,2024-03-31,9,39571.4623,16869.138966,1309.099398,337.38277932,0.3108598784,9,0.4262955672,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-05-31,2024-03-31,10,39571.4623,17588.041119,2051.8301462,351.76082237,0.3108598784,0,0.4444627541,26975.708126
1000008,7000008,CREDIT_CARD,RET,IND,2023-04-30,2024-03-31,11,39571.4623,17655.012724,1131.7297195,353.10025449,0.3108598784,16,0.4461551759,26975.708126
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2025-03-30,2025-04-30,1,79992.463601,62756.988651,1282.8681691,502.05590921,0.0938310053,33,0.7845362654,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2025-02-28,2025-04-30,2,79992.463601,53241.552363,2031.452981,425.93241891,0.0938310053,28,0.6655821057,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2025-01-30,2025-04-30,3,79992.463601,45951.138909,806.86801648,367.60911127,0.0938310053,5,0.5744433518,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2024-12-30,2025-04-30,4,79992.463601,44166.144505,1111.4877312,353.32915604,0.0938310053,10,0.5521288196,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2024-11-30,2025-04-30,5,79992.463601,44523.348242,1553.3868328,356.18678594,0.0938310053,10,0.556594287,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2024-10-30,2025-04-30,6,79992.463601,43279.262432,1730.3832348,346.23409945,0.0938310053,3,0.5410417492,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2024-09-30,2025-04-30,7,79992.463601,44030.260491,825.39927475,352.24208393,0.0938310053,20,0.5504301094,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2024-08-30,2025-04-30,8,79992.463601,41687.776272,1214.4590658,333.50221018,0.0938310053,0,0.521146298,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2024-07-30,2025-04-30,9,79992.463601,42471.366432,1265.4522597,339.77093146,0.0938310053,9,0.5309420978,69262.542076
1000009,7000009,SME_CREDIT_LINE,SME,GBR,2024-06-30,2025-04-30,10,79992.463601,40348.440891,1529.5023362,322.78752713,0.0938310053,14,0.5044030284,69262.542076
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2025-06-30,2025-07-31,1,525138.98794,318967.42057,11883.456184,2551.7393646,0.1340471283,22,0.6073961901,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2025-05-31,2025-07-31,2,525138.98794,245987.35602,7203.0936208,1967.8988482,0.1340471283,23,0.4684233349,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2025-04-30,2025-07-31,3,525138.98794,239460.96258,1436.6609848,1915.6877007,0.1340471283,4,0.4559953995,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2025-03-31,2025-07-31,4,525138.98794,215072.82915,0,1720.5826332,0.1340471283,14,0.4095541068,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2025-02-28,2025-07-31,5,525138.98794,208317.9202,2791.138226,1666.5433616,0.1340471283,6,0.3966910189,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2025-01-31,2025-07-31,6,525138.98794,205349.87688,1063.258269,1642.799015,0.1340471283,4,0.3910390994,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2024-12-31,2025-07-31,7,525138.98794,195162.89602,4570.6464644,1561.3031682,0.1340471283,6,0.3716404619,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2024-11-30,2025-07-31,8,525138.98794,217428.16184,9218.7466795,1739.4252947,0.1340471283,3,0.4140392674,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2024-10-31,2025-07-31,9,525138.98794,177075.94322,3925.6516144,1416.6075457,0.1340471283,18,0.3371982414,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2024-09-30,2025-07-31,10,525138.98794,157796.26855,4699.6798616,1262.3701484,0.1340471283,5,0.300484771,351970.40982
1000010,7000010,SME_CREDIT_LINE,SME,BHR,2024-08-31,2025-07-31,11,525138.98794,208449.98176,9042.1290671,1667.5998541,0.1340471283,0,0.3969424982,351970.40982
1000011,7000011,CREDIT_CARD,RET,SAU,2024-10-30,2024-11-30,1,10678.024417,4544.3794776,0,90.887589553,0.3092928064,32,0.4255824205,5257.9057154
1000011,7000011,CREDIT_CARD,RET,SAU,2024-09-30,2024-11-30,2,10678.024417,3389.3226821,362.38180669,67.786453642,0.3092928064,19,0.3174110257,5257.9057154
1000011,7000011,CREDIT_CARD,RET,SAU,2024-08-30,2024-11-30,3,10678.024417,2524.4619635,76.678273134,50.489239269,0.3092928064,25,0.2364165753,5257.9057154
1000011,7000011,CREDIT_CARD,RET,SAU,2024-07-30,2024-11-30,4,10678.024417,3043.6708425,150.36612343,60.87341685,0.3092928064,12,0.2850406333,5257.9057154
1000011,7000011,CREDIT_CARD,RET,SAU,2024-06-30,2024-11-30,5,10678.024417,2785.7369211,243.2026922,55.714738422,0.3092928064,9,0.2608850488,5257.9057154
1000011,7000011,CREDIT_CARD,RET,SAU,2024-05-30,2024-11-30,6,10678.024417,2001.1246846,79.889856346,40.022493693,0.3092928064,17,0.1874058914,5257.9057154
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2024-04-30,2024-05-31,1,437174.07132,470007.18233,11490.301871,3760.0574586,0.160364489,25,1.0751030611,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2024-03-31,2024-05-31,2,437174.07132,444965.06854,5837.0973853,3559.7205483,0.160364489,18,1.0178212701,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2024-02-29,2024-05-31,3,437174.07132,461394.12724,13733.353116,3691.1530179,0.160364489,12,1.0554014007,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2024-01-31,2024-05-31,4,437174.07132,435056.16706,14059.618205,3480.4493365,0.160364489,13,0.9951554669,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2023-12-31,2024-05-31,5,437174.07132,430488.60724,20884.477592,3443.908858,0.160364489,0,0.9847075467,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2023-11-30,2024-05-31,6,437174.07132,398143.7167,6321.2219949,3185.1497336,0.160364489,0,0.91072125,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2023-10-31,2024-05-31,7,437174.07132,407509.70744,15044.611883,3260.0776595,0.160364489,8,0.9321451892,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2023-09-30,2024-05-31,8,437174.07132,398584.49132,17963.245649,3188.6759305,0.160364489,9,0.9117294859,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2023-08-31,2024-05-31,9,437174.07132,407922.34495,18635.152092,3263.3787596,0.160364489,7,0.9330890638,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2023-07-31,2024-05-31,10,437174.07132,428691.13338,9350.6910407,3429.529067,0.160364489,23,0.9805959719,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2023-06-30,2024-05-31,11,437174.07132,387438.90404,14111.682486,3099.5112323,0.160364489,2,0.8862348649,502750.18202
1000012,7000012,SME_CREDIT_LINE,SME,GBR,2023-05-31,2024-05-31,12,437174.07132,413689.64643,8934.4564048,3309.5171714,0.160364489,9,0.9462812952,502750.18202
1000013,7000013,CREDIT_CARD,RET,IND,2025-09-30,2025-10-31,1,28578.149139,25723.997816,1880.8552513,514.47995632,0.2875721438,22,0.9001281955,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2025-08-31,2025-10-31,2,28578.149139,25057.708897,663.62142532,501.15417794,0.2875721438,7,0.8768135674,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2025-07-31,2025-10-31,3,28578.149139,23287.124432,998.4515466,465.74248865,0.2875721438,14,0.8148576844,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2025-06-30,2025-10-31,4,28578.149139,21559.974863,506.20438262,431.19949726,0.2875721438,11,0.7544216652,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2025-05-31,2025-10-31,5,28578.149139,22516.579746,2123.8736675,450.33159492,0.2875721438,12,0.7878949626,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2025-04-30,2025-10-31,6,28578.149139,22105.922093,737.80134865,442.11844185,0.2875721438,7,0.7735253247,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2025-03-31,2025-10-31,7,28578.149139,21286.489741,1318.0783584,425.72979482,0.2875721438,7,0.744851937,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2025-02-28,2025-10-31,8,28578.149139,19760.883651,77.091589203,395.21767301,0.2875721438,15,0.6914682807,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2025-01-31,2025-10-31,9,28578.149139,20874.905453,1958.0469638,417.49810906,0.2875721438,4,0.7304498745,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2024-12-31,2025-10-31,10,28578.149139,19955.010393,1342.0794627,399.10020786,0.2875721438,14,0.6982611189,28084.866188
1000013,7000013,CREDIT_CARD,RET,IND,2024-11-30,2025-10-31,11,28578.149139,20284.837081,1853.5266658,405.69674163,0.2875721438,0,0.7098023382,28084.866188
1000014,7000014,CREDIT_CARD,RET,SAU,2023-12-31,2024-01-31,1,27904.992515,10837.919758,464.90964508,216.75839515,0.4130686536,37,0.3883864062,11808.737639
1000014,7000014,CREDIT_CARD,RET,SAU,2023-11-30,2024-01-31,2,27904.992515,8542.4244506,928.95416394,170.84848901,0.4130686536,7,0.3061253088,11808.737639
1000014,7000014,CREDIT_CARD,RET,SAU,2023-10-31,2024-01-31,3,27904.992515,7361.171102,485.88838791,147.22342204,0.4130686536,19,0.263794054,11808.737639
1000014,7000014,CREDIT_CARD,RET,SAU,2023-09-30,2024-01-31,4,27904.992515,5951.3944874,674.83179325,119.02788975,0.4130686536,12,0.2132734665,11808.737639
1000014,7000014,CREDIT_CARD,RET,SAU,2023-08-31,2024-01-31,5,27904.992515,5327.6441954,339.63742144,106.55288391,0.4130686536,8,0.1909208251,11808.737639
1000014,7000014,CREDIT_CARD,RET,SAU,2023-07-31,2024-01-31,6,27904.992515,8294.4714632,801.74027982,165.88942926,0.4130686536,10,0.297239695,11808.737639
1000014,7000014,CREDIT_CARD,RET,SAU,2023-06-30,2024-01-31,7,27904.992515,5670.452225,535.09244653,113.4090445,0.4130686536,17,0.203205653,11808.737639
1000014,7000014,CREDIT_CARD,RET,SAU,2023-05-31,2024-01-31,8,27904.992515,3173.5360112,271.75388112,63.470720224,0.4130686536,8,0.1137264599,11808.737639
1000015,7000015,OVERDRAFT,RET,PAK,2024-01-29,2024-02-29,1,42388.513206,20445.77713,837.00137556,204.4577713,0.1910349603,46,0.4823423985,21653.644765
1000015,7000015,OVERDRAFT,RET,PAK,2023-12-29,2024-02-29,2,42388.513206,19430.07176,1028.1939264,194.3007176,0.1910349603,32,0.4583805916,21653.644765
1000015,7000015,OVERDRAFT,RET,PAK,2023-11-29,2024-02-29,3,42388.513206,16212.891393,0,162.12891393,0.1910349603,19,0.3824831344,21653.644765
1000015,7000015,OVERDRAFT,RET,PAK,2023-10-29,2024-02-29,4,42388.513206,16146.421939,125.20946646,161.46421939,0.1910349603,11,0.3809150338,21653.644765
1000015,7000015,OVERDRAFT,RET,PAK,2023-09-29,2024-02-29,5,42388.513206,16872.68787,559.74151342,168.7268787,0.1910349603,4,0.398048589,21653.644765
1000015,7000015,OVERDRAFT,RET,PAK,2023-08-29,2024-02-29,6,42388.513206,15307.566563,556.96066977,153.07566563,0.1910349603,0,0.3611253475,21653.644765
1000015,7000015,OVERDRAFT,RET,PAK,2023-07-29,2024-02-29,7,42388.513206,15149.377594,156.57507078,151.49377594,0.1910349603,14,0.3573934646,21653.644765
1000015,7000015,OVERDRAFT,RET,PAK,2023-06-29,2024-02-29,8,42388.513206,13146.354562,760.05411875,131.46354562,0.1910349603,5,0.3101395536,21653.644765
1000016,7000016,CORPORATE_REVOL,COR,IND,2023-10-30,2023-11-30,1,529650.99391,314868.5233,5835.6016602,1889.2111398,0.1054266688,21,0.5944830217,384624.57251
1000016,7000016,CORPORATE_REVOL,COR,IND,2023-09-30,2023-11-30,2,529650.99391,264367.17168,2844.6302239,1586.2030301,0.1054266688,13,0.4991346655,384624.57251
1000016,7000016,CORPORATE_REVOL,COR,IND,2023-08-30,2023-11-30,3,529650.99391,239139.7259,1814.3605604,1434.8383554,0.1054266688,3,0.4515043465,384624.57251
1000016,7000016,CORPORATE_REVOL,COR,IND,2023-07-30,2023-11-30,4,529650.99391,221510.1398,4833.3643003,1329.0608388,0.1054266688,13,0.4182190581,384624.57251
1000016,7000016,CORPORATE_REVOL,COR,IND,2023-06-30,2023-11-30,5,529650.99391,213141.96855,4983.4327943,1278.8518113,0.1054266688,15,0.4024196518,384624.57251
1000016,7000016,CORPORATE_REVOL,COR,IND,2023-05-30,2023-11-30,6,529650.99391,202817.21633,0,1216.903298,0.1054266688,0,0.3829261507,384624.57251
1000016,7000016,CORPORATE_REVOL,COR,IND,2023-04-30,2023-11-30,7,529650.99391,227014.11943,5297.191898,1362.0847166,0.1054266688,16,0.4286107683,384624.57251
1000016,7000016,CORPORATE_REVOL,COR,IND,2023-03-30,2023-11-30,8,529650.99391,187148.12803,4274.5388956,1122.8887682,0.1054266688,4,0.3533423522,384624.57251
1000017,7000017,CREDIT_CARD,RET,IND,2025-03-30,2025-04-30,1,14185.709374,11324.714959,595.64912061,226.49429918,0.3257726733,23,0.7983185515,12048.071698
1000017,7000017,CREDIT_CARD,RET,IND,2025-02-28,2025-04-30,2,14185.709374,8248.4396916,953.31869344,164.96879383,0.3257726733,16,0.5814612068,12048.071698
1000017,7000017,CREDIT_CARD,RET,IND,2025-01-30,2025-04-30,3,14185.709374,8700.5817284,750.90299879,174.01163457,0.3257726733,10,0.6133342718,12048.071698
1000017,7000017,CREDIT_CARD,RET,IND,2024-12-30,2025-04-30,4,14185.709374,8354.7977916,373.73512161,167.09595583,0.3257726733,4,0.5889587592,12048.071698
1000017,7000017,CREDIT_CARD,RET,IND,2024-11-30,2025-04-30,5,14185.709374,8363.5779424,497.50816853,167.27155885,0.3257726733,14,0.5895777026,12048.071698
1000017,7000017,CREDIT_CARD,RET,IND,2024-10-30,2025-04-30,6,14185.709374,7904.0103143,666.30213456,158.08020629,0.3257726733,0,0.5571811818,12048.071698
1000017,7000017,CREDIT_CARD,RET,IND,2024-09-30,2025-04-30,7,14185.709374,7378.2051806,413.91051241,147.56410361,0.3257726733,2,0.5201153489,12048.071698
1000017,7000017,CREDIT_CARD,RET,IND,2024-08-30,2025-04-30,8,14185.709374,7731.9786898,788.26174087,154.6395738,0.3257726733,19,0.5450540742,12048.071698
1000018,7000018,CREDIT_CARD,RET,IND,2025-07-31,2025-08-31,1,49556.30388,29556.173041,1588.9095935,591.12346083,0.28096728,31,0.5964160102,34648.448115
